index,veracity,title
920,true,National Guard Mobilized to Help Hard-Hit States
921,true,Food Banks Facing Shortages Due to Coronavirus
922,true,7 Tips for Running Your Practice in the Coronavirus Crisis
923,true,Abortion Access Shifting in Some States Amid COVID-19
924,true,COMMENTARY: Advice for Lessening Your Pandemic Anxiety
925,true,Top 10 Tips for Diabetes Telehealth Prophetic in Face of COVID-19
926,true,Trump Details Machine to Decontaminate N95 Masks
927,true,What To Know If Your Surgery Has Been Put on Hold
928,true,FDA OKs Ventilator Sharing
929,true,Johnson & Johnson to Test COVID Vaccine Candidate
930,true,Companies Offer Freebies to Health Care Workers
931,true,Evidence COVID Survivors' Blood May Help Very Ill
932,true,AI Might Spot At-Risk COVID-19 Patients
933,true,"Researchers Find Way to Clean, Re-Use N95 Masks"
934,true,66 Coronavirus Cases in Maryland Nursing Home
935,true,U.S. Army Opens Field Hospital in New York City
936,true,Stars Perform Benefit Coronavirus Concert at Home
937,true,Grandparents 'Grounded' From COVID-19 Crave Contact
938,true,N95 Face Masks Could Be Sterilized and Re-Used
939,true,"Too Many Patients, Too Few Ventilators: How U.S. Hospitals Cope With COVID-19"
940,true,What If a COVID-19 Test Is Negative?
941,true,Topol: US Betrays Healthcare Workers in Coronavirus Disaster
942,true,CMS to Front Medicare Payments to Physicians for 3 Months
943,true,COVID-19: More Hydroxychloroquine Data From France
944,true,"Guidance on Obstetric COVID-19 (ISUOG, 2020)"
945,true,More Than 60 Doctors in Italy Have Died in COVID-19 Pandemic
946,true,Control of COVID-19 in Nursing Homes Guidelines (2020)
947,true,Coding for Coronavirus: NEW Guidance Replaces Rule of 1 Month Ago
948,true,"Social Distancing May Be Working, New Study Hints"
949,true,Coronavirus Similar to One Found in Pangolins
950,true,Critics Lead Gilead to Drop Coronavirus Drug Status
951,true,COVID-19 Likely Seasonal
952,true,Young People Far From Immune to Coronavirus' Bite
953,true,Severe COVID-19 Might Injure the Heart
954,true,"COVID-19: 'Striking' Rates of Anxiety, Depression in HCPs"
955,true,"Novel Coronavirus May Be Transmitted via FMT, FDA Warns"
956,true,COVID-19: Dramatic Changes to Telepsychiatry Rules and Regs
957,true,Commentary: What Neurologists Can Expect From COVID-19
958,true,Guidelines on Delaying Cancer Surgery During COVID-19
959,true,Keep Calm: Under 25s With Diabetes Not Hospitalized Due to COVID-19
960,true,"Amid PPE Shortage, Clinicians Face Harassment, Firing for Self-Care"
961,true,Team Doctors Jump In After Professional Athletes Benched
962,true,Commentary: Lessons on COVID-19 From Low-Income Countries
963,true,"Current US Visa Rules Restrict, Limit COVID-19 Physician Pool"
964,true,Rapid COVID-19 Clinical Practice Guidelines (2020)
965,true,NYC Hospitals Struggle with Coronavirus Surge
966,true,Commentary: Cardiology in the Time of COVID-19
967,true,"COVID-19 Daily: Ground Zero Hospital, PPE Fights"
968,true,FDA Clears Ozanimod (Zeposia) for MS; COVID-19 Delays Launch
969,true,"Hospital Hacks for COVID-19 Shortages Come With Promise, Warnings"
970,true,"AHA Guidance for CPR, Emergency CV Care Amid COVID-19"
971,true,"COVID-19 Daily: Hospital Hacks, Tips for Small Practices"
972,true,AAO Urges Ophthalmologists to Provide Emergency Care Only
973,true,"Guidelines for Evaluating and Testing Persons Under Investigation for COVID-19 (CDC, 2020)"
974,true,"Cancer Care and COVID-19 in Seattle, the First US Epicenter"
975,true,State Lines Erased for Doctors During COVID-19
976,true,Commentary: What If There Is a Virtual ACC and Nobody Cares?
977,true,NYU Med School Offers Early Graduation for Help With COVID-19
978,true,"Cardiac Injury Common in COVID-19, Predicts Mortality"
979,true,Commentary: How to Start Doing Telemedicine Now (In the COVID-19 Crisis)
980,true,Scientists Track Genetic Changes of Coronavirus
981,true,U.S. Marks Deadliest Day of Coronavirus Crisis
982,true,Fauci on Easter Re-Opening: 'Be Very Flexible'
983,true,What People With Parkinson's Need to Know About COVID-19
984,true,"COVID-19 Likely Worse for Vapers, Smokers"
985,true,How to Weather Social Isolation
986,true,Do All Seniors Need Same Coronavirus Precautions?
987,true,Couple Donates Flowers as Pandemic Halts Wedding
988,true,FDA Approved Drugs Show Promise Against COVID-19
989,true,Florida Students Bring COVID Back from Spring Break
990,true,Potential Coronavirus Drugs Already in Low Supply
991,true,U.S. Hospital Beds Were Maxed Out Before Pandemic
992,true,Incomplete State COVID-19 Reports Blur The Picture
993,true,Are Vital Home Health Workers Now A Safety Threat?
994,true,Sidewalk Chalk Used to Spread Joy Amid Pandemic
995,true,Could Robots Be Deployed in Battle With COVID-19?
996,true,COVID-19 May Delay Some Cancer Treatments
997,true,Lawmakers Reach Deal on Coronavirus Relief Package
998,true,COVID-19 Cases in New York Are Surging
999,true,FDA Eases Blood Plasma Treatment Rule for COVID
1000,true,Medical Glove Makers Working With Half Their Staff
1001,true,Amazon Suspends Accounts for Price Gouging
1002,true,COVID-19 and Angiotensin Drugs: Help or Harm?
1003,true,"COVID-19: Mitigating Loneliness, Anxiety in Seniors"
1004,true,"Guidance on Cardiac Implications of COVID-19 (ACC, 2020)"
1005,true,"COVID-19 Daily: Physician Gag Orders, 'Coronavirus Party'"
1006,true,Commentary: Pandemic Foreshadows Crisis in Mental Health Services
1007,true,Coronavirus: Is It Safe to Get Deliveries?
1008,true,Social Distancing May Need to Last Months: Study
1009,true,A Wuhan Doctor on the Front Lines: 'Fear to the First Degree'
1010,true,"Managing Children's Fear, Anxiety in the Age of COVID-19"
1011,true,Early GI Symptoms in COVID-19 May Indicate Fecal Transmission
1012,true,Scientists Seek Answers to Hypertension-COVID-19 Link
1013,true,COVID-19: Who's Protecting the Protectors?
1014,true,Lack of Paid Sick Leave a Coronavirus Threat
1015,true,COVID-19 Symptoms
1016,true,Some Could Show COVID-19 Symptoms After Quarantine
1017,true,Spread of Coronavirus Cancels Travel and Events
1018,true,Commentary: Eyewitness: Shanghai Life in the Shadow of COVID-19
1019,true,Endocrine Society Meeting Canceled Because of Novel Coronavirus
1020,true,ACC Cancels Scientific Sessions Over Novel Coronavirus
1021,true,European Heart Rhythm Association Cancels March Congress
1022,true,More Medical Conferences Fall to Coronavirus
1023,true,CROI Goes Digital After COVID-19 Cases Rise in Boston
1024,true,Risk Factors for Death From COVID-19 Identified
1025,true,Standard Methods Rid Hospital Rooms of Coronavirus
1026,true,Hand-Washing to Prevent Coronavirus Spread
1027,true,Antiviral Drug Combo Ineffective Vs. Coronavirus
1028,true,Hong Kong Has Spike in Coronavirus Cases
1029,true,Calming Your Child's Coronavirus Fears
1030,true,Coronavirus Crisis Should Delay Elective Surgeries
1031,true,Digestive Symptoms Tied to Worse COVID-19 Outcomes
1032,true,Funeral Homes Ponder Deaths In The Age Of COVID-19
1033,true,Man Serenades Seniors During Coronavirus Lockdown
1034,true,"Record High Flu Hospitalization Rates for Young Kids, Young Adults"
1035,true,"COVID-19: ACC Cautions on Troponin, Natriuretic Peptide Tests"
1036,true,ID Specialist Diagnosed With COVID-19 in 'Ironic Twist'
1037,true,"COVID-19 Daily: ID Doc Tests Positive, Young Adults Hit Hard"
1038,true,'Larger Than Life' Physician Stephen Schwartz Dies of COVID-19
1039,true,20% of US COVID-19 Deaths Were Young Adults
1040,true,About Half of COVID-19 Cases Show Digestive Signs
1041,true,New China Report Sets COVID-19 Death Rate at 1.4%
1042,true,Coronavirus Drives Island City to Shelter in Place
1043,true,Two Members of Congress Diagnosed With Coronavirus
1044,true,Stores Offer Special Hours for Seniors
1045,true,"Coronavirus Striking Plenty of Young People, Too"
1046,true,Healthy Living at Home to Ward Off Coronavirus
1047,true,What to Know About Coronavirus If You Have Asthma
1048,true,Trump Signs Relief Package Into Law
1049,true,Coronavirus and NSAIDs: What Experts Say
1050,true,Coronavirus Ravages New Orleans Retirement Home
1051,true,Medicare Expands Telemedicine During Pandemic
1052,true,Small Study Analyzes Italy Coronavirus Deaths
1053,true,Coronavirus News: Italy Now Leads The World In Coronavirus Deaths
1054,true,States Tighten Restrictions as Coronavirus Rages
1055,true,COVID-19 and Kindness is Trending
1056,true,"Coronavirus Daily Digest: April 13, 2020"
1057,true,"Coronavirus Daily Digest: April 14, 2020"
1058,true,"Coronavirus Daily Digest: April 15, 2020"
1059,true,"Coronavirus Daily Digest: April 16, 2020"
1060,true,"Coronavirus Daily Digest: March 30, 2020"
1061,true,"Coronavirus Daily Digest: April 10, 2020"
1062,true,"Coronavirus Daily Digest: April 3, 2020"
1063,true,"Coronavirus Daily Digest: April 8, 2020"
1064,true,"Coronavirus Daily Digest: April 7, 2020"
1065,true,"Coronavirus Daily Digest: March 31, 2020"
1066,true,"Coronavirus Daily Digest: March 23, 2020"
1067,true,"Coronavirus Daily Digest: March 24, 2020"
1068,true,"Coronavirus Daily Digest: April 1, 2020"
1069,true,"Coronavirus Daily Digest: March 27, 2020"
1070,true,"Coronavirus Daily Digest: April 6, 2020"
1071,true,"Coronavirus Daily Digest: April 2, 2020"
1072,true,"Coronavirus Daily Digest: March 26, 2020"
1073,true,"Coronavirus Daily Digest: March 25, 2020"
1074,true,"Coronavirus Daily Digest: April 9, 2020"
1075,true,"Coronavirus Daily Digest: March 20, 2020"
1076,true,Coronavirus: Colleges to Empty Dorms for Patients
1077,true,"Coronavirus Daily Digest: April 17, 2020"
1078,true,First COVID Deaths in the US Mobilized a Dialysis Network
1079,true,COVID-19: GMC Invites More Doctors Back to Work
1080,true,"COVID-19 Daily: Topol Laments Betrayal, HCP Couples Prepare"
1081,true,"Firings, Furloughs, and Pay Cuts in Advance of COVID-19 Surge"
1082,true,Acute Stroke Care During COVID-19: AHA's Emergency Strategy
1083,true,COMMENTARY: COVID-19 Diary Day 2: Insomnia -- The Mark of Medical Practice
1084,true,Should Docs Stop Providing Routine Care in the Era of COVID-19?
1085,true,Doctors Now Can Work Across State Lines in COVID-19 Crisis
1086,true,COVID-19 Prompts 'Lifesaving' Policy Change for Opioid Addiction
1087,true,"The Science of Handwashing: Rub, Don't Scrub Hands Raw"
1088,true,Italian Oncologist's Cautionary Advice on COVID-19 for US Centers
1089,true,Kaiser's COVID-19 Chief Shares Surge Strategies
1090,true,Mexico Confirms Its First Cases of Coronavirus
1091,true,"COVID-19: Centenarian Survives, High-Risk Blood Types"
1092,true,DIY Masks for COVID-19
1093,true,Trending Clinical Topic: Pandemic
1094,true,COVID-19 and PPE: Some of Us Will Die
1095,true,DIY Masks: Worth the Risk? Researchers Are Conflicted
1096,true,Radiology Must Adapt to New Pandemic
1097,true,EMA Says Stay on Angiotensin Drugs During COVID-19 Pandemic
1098,true,High Anxiety in America Over COVID-19
1099,true,Blood Type May Affect COVID-19 Risk
1100,true,Canceled Blood Drives Lead to ‘Severe’ Shortage
1101,true,Home Test Kits for COVID-19 May Be Available Soon
1102,true,Flu Drug Works Vs. Coronavirus: Chinese Study
1103,true,"New Coronavirus Wasn't Made in a Lab, Genomic Study Shows"
1104,true,Obesity Might Be 'Contagious' Among Teens
1105,true,Disruptive School Closings Raise Questions of Equity
1106,true,U.S. May Not Have Enough Ventilators for COVID-19
1107,true,COVID-19: Could Hydroxychloroquine Really Be the Answer?
1108,true,Commentary: Physicians and Health Systems Can Reduce Fear Around COVID-19
1109,true,Clinicians Petition Government for National Quarantine
1110,true,Two Emergency Physicians Remain in Critical Condition From COVID-19
1111,true,Who's Most at Risk From Coronavirus?
1112,true,The Most Effective Ways to Kill Coronavirus in Your Home
1113,true,Mild Cases May Be Driving Coronavirus Spread
1114,true,Novel Coronavirus: Study Suggests Multiple Shedding Routes
1115,true,"Novel Coronavirus a 'Tremendous Public Health Threat,' CDC Says"
1116,true,Trending Clinical Topic: COVID-19
1117,true,Could Climate Change Make Flu Seasons Worse?
1118,true,Silent COVID-19 Cases May Stymie Screening Efforts
1119,true,Have the Public Health Restrictions Gone Too Far for COVID-19?
1120,true,Doctors Look to Existing Drugs in Coronavirus Fight
1121,true,"Is It Flu, Or Flu-Like? It's Miserable Either Way"
1122,true,New Coronavirus May be Cause of Outbreak in China
1123,true,This Year's Flu Season Taking Deadly Aim at Kids
1124,true,First U.S. Case of China Coronavirus Diagnosed
1125,true,Deadly New Coronavirus Can Spread Between Humans
1126,true,Could Your Fitbit Help Detect the Flu?
1127,true,CDC to Screen for Novel Coronavirus at Three US Airports
1128,true,"Flu Shot No Match for 'B' Strain, Season Rages On"
1129,true,Coronavirus Rumor Mill Rampant With Bogus News
1130,true,Man Fights to Get Family Out of China Amid Outbreak
1131,true,Coronavirus Is Bad but US Flu's New Numbers Still Far Worse
1132,true,CDC Confirms Second U.S. Coronavirus Case
1133,true,Washington Monitors Coronavirus Patient’s Contacts
1134,true,Coronavirus News: What's Happening with the COVID-19 2020 Outbreak
1135,true,3 U.S. Airports to Screen for Chinese Coronavirus
1136,true,Mystery Coronavirus from China: What to Know
1137,true,Hashtag Medicine: Coronavirus Fear Goes Viral on Social Media
1138,true,First Spread of Coronavirus in U.S. Confirmed
1139,true,Commentary: Novel Coronavirus (2019-nCoV): FAQs for Clinicians
1140,true,Many Child Care Centers Don't Require Flu Shots
1141,true,COVID-19 Forecasts for the United States
1142,true,COVID-19 Travel Recommendations by Country
1143,true,Coronavirus and Travel in the United States
1144,true,U.S. Clinical Laboratories Reporting SARS-CoV-2 Test Results to CDC
1145,true,COVIDView Weekly Summary
1146,true,Testing for COVID-19
1147,true,Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)
1148,true,COVID-19 Considerations for Cleaner Air Shelters and Cleaner Air Spaces to Protect the Public from Wildfire Smoke
1149,true,Videos
1150,true,Coronavirus Disease 2019 (COVID-19)
1151,true,Resources for Community and Faith-Based Leaders
1152,true,Downloadable Videos
1153,true,Environmental Health Practitioners
1154,true,Data Visualization
1155,true,Frequently Asked Questions on COVID-19 Testing at Laboratories
1156,true,Previous COVID-19 Forecasts
1157,true,U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet): Overall Percentage of Visits for ILI
1158,true,NCHS Mortality Surveillance Data
1159,true,Emergency Department Visits Percentage of Visits for COVID-19-Like Illness (CLI) or Influenza-like Illness (ILI)
1160,true,Percentage of Visits for ILI by Age Group Reported by A Subset of ILINet Providers
1161,true,U.S. State and Local Public Health Laboratories Reporting to CDC
1162,true,Commercial Labs
1163,true,Responder Stories
1164,true,CDC shares 9 tons of protective gear with responders
1165,true,Operational Considerations for Personal Protective Equipment in the Context of Global Supply Shortages for Coronavirus Disease 2019 (COVID-19) Pandemic: non-US Healthcare Settings
1166,true,Communication Resources for Travelers
1167,true,Ten Clinical Tips on COVID-19 for Healthcare Providers Involved in Patient Care
1168,true,First Responders and Law Enforcement
1169,true,Transportation and Delivery
1170,true,Communication Resources
1171,true,Contact Tracing
1172,true,Cases & Latest Updates
1173,true,Strategies for Optimizing the Supply of Disposable Medical Gloves
1174,true,If You Have Pets
1175,true,Animals and Coronavirus Disease 2019 (COVID-19)
1176,true,Resources for Correctional and Detention Facilities
1177,true,What School Nutrition Professionals and Volunteers at Schools Need to Know about COVID-19
1178,true,Testing for Coronavirus (COVID-19) in Nursing Homes
1179,true,Responding to Coronavirus (COVID-19) in Nursing Homes
1180,true,Clinical Care Guidance for Healthcare Professionals about Coronavirus (COVID-19)
1181,true,COVID-19 By the Numbers
1182,true,Decontamination and Reuse of Filtering Facepiece Respirators using Contingency and Crisis Capacity Strategies
1183,true,Mitigate Healthcare Personnel Staffing Shortages
1184,true,Criteria for Return to Work for Healthcare Personnel with Confirmed or Suspected COVID-19 (Interim Guidance)
1185,true,Social Media Toolkit
1186,true,"""Reopening Guidance for Cleaning and Disinfecting Public Spaces, Workplaces, Businesses, Schools, and Homes"""
1187,true,Contact Tracing : Part of a Multipronged Approach to Fight the COVID-19 Pandemic
1188,true,Caring for someone at home
1189,true,"""Interim Guidelines for Collecting, Handling, and Testing Clinical Specimens from Persons for Coronavirus Disease 2019 (COVID-19)"""
1190,true,Communication Toolkit for Airlines to inform Travelers and Crew
1191,true,Healthcare Provider and Facility Guidance for Non-US Settings
1192,true,Cases in U.S.
1193,true,People Who Need to Take Extra Precautions
1194,true,Communication Toolkit for Transportation Partners to Inform Road Travelers
1195,true,Care for Breastfeeding Women
1196,true,Key Resources
1197,true,COVID-19 Serology Surveillance Strategy
1198,true,Additional Training Objectives
1199,true,COVID-19 Contact Tracing Training Guidance and Resources
1200,true,Identify Strategies to Reduce Spread of COVID-19
1201,true,Children and Coronavirus Disease 2019 (COVID-19): Tips to keep children healthy while school’s out
1202,true,"""Support for States, Tribes, Localities and Territories"""
1203,true,Testing
1204,true,What To Do if You Are Sick
1205,true,Environmental Cleaning and Disinfection Recommendations
1206,true,Cleaning and Disinfecting Your Facility
1207,true,Guidance for U.S. Healthcare Facilities about Coronavirus (COVID-19)
1208,true,Frequently Asked Questions and Answers: Coronavirus Disease-2019 (COVID-19) and Children
1209,true,Test for Current Infection
1210,true,Antibody Testing
1211,true,"""COVID-19 Staffing Guidance for State, Tribal, Local, and Territorial Health Departments"""
1212,true,Global COVID-19
1213,true,Symptoms
1214,true,Living in Shared Housing
1215,true,Travel: Frequently Asked Questions and Answers
1216,true,Key Strategies to Prepare for COVID-19 in Long-term Care Facilities (LTCFs)
1217,true,Laboratory Capacity
1218,true,Dental Settings
1219,true,FAQs for Law Enforcement Agencies and Personnel
1220,true,Global case numbers are reported by the World Health Organization (WHO)
1221,true,Evaluating and Reporting Persons Under Investigation (PUI)
1222,true,Meat and Poultry Processing Workers and Employers
1223,true,Information for Clinicians on Therapeutic Options for COVID-19 Patients
1224,true,COVID-19 Guidance for Shared or Congregate Housing
1225,true,Cases & Deaths by County
1226,true,Public Service Announcements (PSAs)
1227,true,COVID-19 Buttons and Badges
1228,true,U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet): Overall Percentage of Visits for ILI
1229,true,NCHS Mortality Surveillance Data
1230,true,How to Protect Yourself
1231,true,U.S. Clinical Laboratories Reporting SARS-CoV-2 Test Results to CDC
1232,true,Commercial Labs
1233,true,Emergency Department Visits Percentage of Visits for COVID-19-Like Illness (CLI) or Influenza-like Illness (ILI)
1234,true,Percentage of Visits for ILI by Age Group Reported by A Subset of ILINet Providers
1235,true,U.S. State and Local Public Health Laboratories Reporting to CDC
1236,true,COVIDView Summary ending on April 18
1237,true,Coronavirus Disease 2019 Information for Travel (New Travel Alerts)
1238,true,CDC in Action
1239,true,Elastomeric Respirators: Strategies During Conventional and Surge Demand Situations
1240,true,COVID-19 Infection Prevention and Control in Healthcare Settings: Questions and Answers
1241,true,Resources for State
1242,true,Interim Guidance for Public Health Professionals Managing People With COVID-19 in Home Care and Isolation Who Have Pets or Other Animals
1243,true,Resources for Hospitals and Healthcare Professionals Preparing for Patients with Suspected or Confirmed COVID-19
1244,true,Financial Resources
1245,true,Water Transmission and COVID-19
1246,true,Information for Healthcare Professionals
1247,true,Preguntas frecuentes relativas a la prevención y el control de infecciones asociadas a la atención médica para el COVID-19
1248,true,Assessing Risk Factors for Severe COVID-19 Illness
1249,true,Interim Guidance for Reopening Employers with Vulnerable Workers
1250,true,Confirmation of COVID-19 in Two Pet Cats in New York
1251,true,Management of Visitors to Healthcare Facilities in the Context of COVID-19: Non-US Healthcare Settings
1252,true,Information for Healthcare Providers: COVID-19 and Pregnant Women
1253,true,Strategies for Optimizing Supply of N95 Respirators
1254,true,Strategies for Optimizing the Supply of PPE
1255,true,Interim guidance for homeless service providers to plan and respond to coronavirus disease 2019 (COVID-19)
1256,true,Assessing & Managing Risk Based on Different Exposures to COVID-19
1257,true,Interim Operational Considerations for Public Health Management of Healthcare Workers Exposed to or Infected with COVID-19: non-US Healthcare Settings
1258,true,Other At-Risk Populations
1259,true,COVID-19 in Racial and Ethnic Minority Groups
1260,true,Healthcare Supply of Personal Protective Equipment
1261,true,Guidance for Building Water Systems
1262,true,CDC’s role in helping cruise ship travelers during the COVID-19 pandemic
1263,true,People Experiencing Homelessness
1264,true,Homelessness and COVID-19 FAQs
1265,true,Guía para las instituciones de educación superior
1266,true,Institutes of Higher Education Checklist
1267,true,COVID-19Surge
1268,true,Screening clients for respiratory infection symptoms at entry to homeless shelters
1269,true,For Child Care Programs That Remain Open
1270,true,Infection Prevention and Control in Diverse Settings
1271,true,Interim Guidance for Implementing Safety Practices for Critical Infrastructure Workers Who May Have Had Exposure to a Person with Suspected or Confirmed COVID-19
1272,true,General Business Frequently Asked Questions
1273,true,Situation Summary
1274,true,Considerations for Optimizing the Supply of Powered Air-Purifying Respirators (PAPRs)
1275,true,Interim Guidance on Management of Coronavirus Disease 2019 (COVID-19) in Correctional and Detention Facilities
1276,true,Households Living in Close Quarters
1277,true,"""CDC Response Corps to Support State, Tribal, Local, and Territorial Health Departments"""
1278,true,Information for Pediatric Healthcare Providers
1279,true,Serology Testing for COVID-19
1280,true,Surveillance and Data Analytics
1281,true,Staffing Resources
1282,true,Community Mitigation
1283,true,Communication Materials
1284,true,Considerations for Providing Hemodialysis to Patients with Suspected or Confirmed COVID-19 in Acute Care Settings
1285,true,Groups at Higher Risk for Severe Illness
1286,true,Commercial Labs
1287,true,U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet): Overall Percentage of Visits for ILI
1288,true,NCHS Mortality Surveillance Data
1289,true,U.S. Clinical Laboratories Reporting SARS-CoV-2 Test Results to CDC
1290,true,"""National Syndromic Surveillance Program (NSSP): Emergency Department Visits Percentage of Visits for COVID-19-Like Illness (CLI) or Influenza-like Illness (ILI) September 29, 2019 - April 4, 2020 Data as of April 9, 2020"""
1291,true,U.S. State and Local Public Health Laboratories Reporting to CDC
1292,true,Considerations for Pharmacies during the COVID-19 Pandemic
1293,true,Healthcare Professionals: Frequently Asked Questions and Answers
1294,true,Stress and Coping
1295,true,Checklist for Healthcare Facilities: Strategies for Optimizing the Supply of N95 Respirators during the COVID-19 Response
1296,true,Travelers from Countries with Widespread Sustained (Ongoing) Transmission Arriving in the United States
1297,true,Training for Healthcare Professionals
1298,true,Considerations When Preparing for COVID-19 in Assisted Living Facilities
1299,true,If You Are Sick
1300,true,"""Communities, Schools, and Workplaces"""
1301,true,Standard Operating Procedure (SOP) for Triage of Suspected COIVD-19 Patients in non-US Healthcare Settings
1302,true,Guidance for the Identification of Healthcare Workers and Inpatients with Suspected COVID-19 in non-US Healthcare Settings
1303,true,People Who are at Higher Risk
1304,true,Information for Laboratories
1305,true,Public Health Communicators: Get Your Community Ready
1306,true,Evaluation for SARS-CoV-2 Testing in Animals
1307,true,Laboratory Work
1308,true,Tribal Communities
1309,true,Print Resources
1310,true,Cleaning and Disinfection for Non-emergency Transport Vehicles
1311,true,What You Can Do
1312,true,Use of Cloth Face Coverings to Help Slow the Spread of COVID-19
1313,true,How Coronavirus Spreads
1314,true,Social Distancing for Tribal Communities with Local COVID-19 Transmission
1315,true,Interim Clinical Guidance for Management of Patients with Confirmed Coronavirus Disease (COVID-19)
1316,true,Frequently Asked Questions: Funeral and Burial Services for American Indians and Alaska Natives
1317,true,Interim Guidance for Conserving and Extending Filtering Facepiece Respirator Supply in Non-Healthcare Sectors
1318,true,COVID-19 and Cooling Centers
1319,true,Resources for Parks and Recreational Facilities
1320,true,What Bus Transit Operators Need to Know About COVID-19
1321,true,What Transit Maintenance Workers Need to Know About COVID-19
1322,true,Interim Considerations for Infection Prevention and Control of Coronavirus Disease 2019 (COVID-19) in Inpatient Obstetric Healthcare Settings
1323,true,FAQs for Correctional and Detention Facilities
1324,true,Preventing the Spread of COVID-19 in Retirement Communities and Independent Living Facilities (Interim Guidance)
1325,true,Resources for Businesses and Employers
1326,true,Interim Guidance for Administrators of US K-12 Schools and Childcare Programs
1327,true,U.S. State and Local Public Health Laboratories Reporting to CDC
1328,true,Running Essential Errands
1329,true,U.S. Clinical Laboratories Reporting SARS-CoV-2 Test Results to CDC
1330,true,Discontinuation of Home Isolation for Persons with COVID-19 (Interim Guidance)
1331,true,"""U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet): Percentage of Visits for ILI by Age Group Reported by A Subset of ILINet Providers September 29, 2019 - April 4, 2020 Data as of April 9, 2020"""
1332,true,NCHS Mortality Surveillance Data
1333,true,"""National Syndromic Surveillance Program (NSSP): Emergency Department Visits Percentage of Visits for COVID-19-Like Illness (CLI) or Influenza-like Illness (ILI) September 29, 2019 - April 4, 2020 Data as of April 9, 2020"""
1334,true,U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet): Overall Percentage of Visits for ILI
1335,true,"""U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet): Percentage of Visits for ILI by Age Group Reported by A Subset of ILINet Providers September 29, 2019 - April 4, 2020 Data as of April 9, 2020"""
1336,true,Interim Guidance for Public Health Personnel Evaluating Persons Under Investigation (PUIs) and Asymptomatic Close Contacts of Confirmed Cases at Their Home or Non-Home Residential Settings
1337,true,Protect Yourself and Others from COVID-19 When Visiting Parks and Recreational Facilities
1338,true,Guidance for Administrators in Parks and Recreational Facilities
1339,true,What Rail Transit Operators Need to Know About COVID-19
1340,true,CDC Announces Modifications and Extension of No Sail Order for All Cruise Ships
1341,true,Disinfecting your home if someone is sick
1342,true,Guidance Documents
1343,true,FAQs for Administrators and Leaders at Community- and Faith-Based Organizations
1344,true,Interim Guidance for Businesses and Employers
1345,true,How to Prepare
1346,true,Personal Protective Equipment (PPE) Burn Rate Calculator
1347,true,Older Adults
1348,true,Snapshot of CDC Guidance for Homeless and Meal Service Providers for Emergency and Day Shelters
1349,true,Resources to support people experiencing homelessness
1350,true,Protect Your Family
1351,true,Interim Additional Guidance for Outpatient and Ambulatory Care Settings: Responding to Community Transmission of COVID-19 in the United States
1352,true,People with Disabilities
1353,true,Strategic priority infection prevention and control (IPC) activities for containment and prevention of COVID-19 cases at healthcare facilities in non-US settings
1354,true,Information for Healthcare Professionals: COVID-19 and Underlying Conditions
1355,true,FAQs about Hand Hygiene for Healthcare Personnel
1356,true,CDC Launches New Weekly COVID-19 Surveillance Report
1357,true,Prepare your Small Business and Employees for the Effects of COVID-19
1358,true,"""Social Distancing, Quarantine, and Isolation"""
1359,true,Cloth Face Coverings: Questions and Answers
1360,true,What Airline Customer Service Representatives and Gate Agents Need to Know about COVID-19
1361,true,COVID-19-Related Phone Scams and Phishing Attacks
1362,true,Stop the Spread of Rumors
1363,true,"""Recommendation Regarding the Use of Cloth Face Coverings, Especially in Areas of Significant Community-Based Transmission"""
1364,true,What Aircraft Maintenance Workers Need to Know about COVID-19
1365,true,Healthcare Infection Prevention and Control FAQs for COVID-19
1366,true,Interim Guidance for Collection and Submission of Postmortem Specimens from Deceased Persons Under Investigation (PUI) for COVID-19
1367,true,Graphics and Images
1368,true,People with Asthma and COVID-19
1369,true,Clean & Disinfect
1370,true,What Law Enforcement Personnel Need to Know about Coronavirus Disease 2019 (COVID-19)
1371,true,Talking with children about Coronavirus Disease 2019
1372,true,Disinfecting Your Facility if Someone is Sick
1373,true,Schools & Childcare: Guidance for School Settings
1374,true,"""Preparing for COVID-19: Long-term Care Facilities, Nursing Homes"""
1375,true,Resources for Large Community Events & Mass Gatherings
1376,true,Previous U.S. COVID-19 Case Data
1377,true,Public Health Recommendations for Community-Related Exposure
1378,true,Interim Laboratory Biosafety Guidelines for Handling and Processing Specimens Associated with Coronavirus Disease 2019 (COVID-19)
1379,true,Prepare to Care for COVID-19: Get Your Practice Ready
1380,true,Travelers Prohibited from Entry to the United States
1381,true,Phone Advice Line Guidelines for Children (2-17 years) or Adults (≥ 18 years) with Possible COVID-19
1382,true,Get Ready for COVID-19
1383,true,Interim Guidance for Outpatient Hemodialysis Facilities
1384,true,Reducing Stigma
1385,true,"""CDC Issues Domestic Travel Advisory for New York, New Jersey, and Connecticut"""
1386,true,"""Keeping Workplaces, Homes, Schools, or Commercial Establishments Safe"""
1387,true,Protect your home
1388,true,Travelers Returning from Cruise Ship and River Cruise Voyages
